# Time	forces(pressure, viscous) moment(pressure, viscous)
4331	(((-50.5458 0.0546667 -9.13844e-19) (1.18747 -0.000459188 -1.53897e-23)) ((-0.000694267 -0.641931 -9.32538e-09) (5.83169e-06 0.0150809 -6.37673e-05)))
4332	(((-50.5458 0.0546806 -9.13845e-19) (1.18747 -0.000459118 -1.53897e-23)) ((-0.000694444 -0.641931 -9.32349e-09) (5.83079e-06 0.0150809 -6.37727e-05)))
4333	(((-50.5458 0.0546945 -9.13846e-19) (1.18747 -0.000459047 -1.53897e-23)) ((-0.00069462 -0.641931 -9.3216e-09) (5.8299e-06 0.0150809 -6.3778e-05)))
4334	(((-50.5458 0.0547083 -9.13846e-19) (1.18747 -0.000458976 -1.53897e-23)) ((-0.000694796 -0.641931 -9.3197e-09) (5.829e-06 0.0150809 -6.37833e-05)))
4335	(((-50.5458 0.0547221 -9.13847e-19) (1.18747 -0.000458906 -1.53897e-23)) ((-0.000694971 -0.641931 -9.3178e-09) (5.82811e-06 0.0150809 -6.37887e-05)))
4336	(((-50.5457 0.0547359 -9.13848e-19) (1.18747 -0.000458836 -1.53897e-23)) ((-0.000695146 -0.641931 -9.3159e-09) (5.82721e-06 0.0150809 -6.3794e-05)))
4337	(((-50.5457 0.0547496 -9.13848e-19) (1.18747 -0.000458765 -1.53897e-23)) ((-0.00069532 -0.641931 -9.314e-09) (5.82632e-06 0.0150809 -6.37993e-05)))
4338	(((-50.5457 0.0547633 -9.13849e-19) (1.18747 -0.000458695 -1.53897e-23)) ((-0.000695494 -0.641931 -9.3121e-09) (5.82542e-06 0.0150809 -6.38046e-05)))
4339	(((-50.5457 0.0547769 -9.1385e-19) (1.18747 -0.000458625 -1.53897e-23)) ((-0.000695667 -0.641931 -9.3102e-09) (5.82453e-06 0.0150809 -6.381e-05)))
4340	(((-50.5457 0.0547905 -9.1385e-19) (1.18747 -0.000458554 -1.53897e-23)) ((-0.00069584 -0.641931 -9.30829e-09) (5.82364e-06 0.0150809 -6.38153e-05)))
4341	(((-50.5457 0.0548041 -9.13851e-19) (1.18747 -0.000458484 -1.53897e-23)) ((-0.000696012 -0.641931 -9.30639e-09) (5.82275e-06 0.0150809 -6.38206e-05)))
4342	(((-50.5457 0.0548176 -9.13852e-19) (1.18747 -0.000458414 -1.53897e-23)) ((-0.000696183 -0.641931 -9.30448e-09) (5.82186e-06 0.0150809 -6.38259e-05)))
4343	(((-50.5457 0.0548311 -9.13852e-19) (1.18747 -0.000458344 -1.53897e-23)) ((-0.000696354 -0.641931 -9.30257e-09) (5.82097e-06 0.0150809 -6.38312e-05)))
4344	(((-50.5457 0.0548445 -9.13853e-19) (1.18747 -0.000458274 -1.53897e-23)) ((-0.000696525 -0.641931 -9.30066e-09) (5.82008e-06 0.0150809 -6.38366e-05)))
4345	(((-50.5457 0.0548579 -9.13854e-19) (1.18747 -0.000458204 -1.53897e-23)) ((-0.000696695 -0.641931 -9.29875e-09) (5.81919e-06 0.0150809 -6.38419e-05)))
4346	(((-50.5457 0.0548712 -9.13854e-19) (1.18747 -0.000458134 -1.53897e-23)) ((-0.000696865 -0.641931 -9.29684e-09) (5.8183e-06 0.0150809 -6.38472e-05)))
4347	(((-50.5457 0.0548845 -9.13855e-19) (1.18747 -0.000458064 -1.53897e-23)) ((-0.000697034 -0.641931 -9.29492e-09) (5.81741e-06 0.0150809 -6.38525e-05)))
4348	(((-50.5457 0.0548978 -9.13856e-19) (1.18747 -0.000457994 -1.53897e-23)) ((-0.000697202 -0.641931 -9.29301e-09) (5.81653e-06 0.0150809 -6.38578e-05)))
4349	(((-50.5457 0.054911 -9.13856e-19) (1.18747 -0.000457925 -1.53897e-23)) ((-0.00069737 -0.641931 -9.29109e-09) (5.81564e-06 0.0150809 -6.38631e-05)))
4350	(((-50.5457 0.0549242 -9.13857e-19) (1.18747 -0.000457855 -1.53897e-23)) ((-0.000697537 -0.641931 -9.28917e-09) (5.81476e-06 0.0150809 -6.38684e-05)))
4351	(((-50.5457 0.0549373 -9.13858e-19) (1.18747 -0.000457785 -1.53897e-23)) ((-0.000697704 -0.641931 -9.28725e-09) (5.81387e-06 0.0150809 -6.38737e-05)))
4352	(((-50.5457 0.0549504 -9.13858e-19) (1.18747 -0.000457716 -1.53897e-23)) ((-0.000697871 -0.641931 -9.28533e-09) (5.81299e-06 0.0150809 -6.3879e-05)))
4353	(((-50.5457 0.0549635 -9.13859e-19) (1.18747 -0.000457646 -1.53897e-23)) ((-0.000698036 -0.641931 -9.28341e-09) (5.8121e-06 0.0150809 -6.38843e-05)))
4354	(((-50.5457 0.0549765 -9.1386e-19) (1.18747 -0.000457576 -1.53897e-23)) ((-0.000698202 -0.641931 -9.28149e-09) (5.81122e-06 0.0150809 -6.38896e-05)))
4355	(((-50.5457 0.0549895 -9.1386e-19) (1.18747 -0.000457507 -1.53897e-23)) ((-0.000698367 -0.641931 -9.27956e-09) (5.81034e-06 0.0150809 -6.38949e-05)))
4356	(((-50.5457 0.0550024 -9.13861e-19) (1.18747 -0.000457438 -1.53897e-23)) ((-0.000698531 -0.641931 -9.27764e-09) (5.80946e-06 0.0150809 -6.39002e-05)))
4357	(((-50.5457 0.0550153 -9.13862e-19) (1.18747 -0.000457368 -1.53897e-23)) ((-0.000698695 -0.641931 -9.27571e-09) (5.80858e-06 0.0150809 -6.39054e-05)))
4358	(((-50.5457 0.0550282 -9.13862e-19) (1.18747 -0.000457299 -1.53897e-23)) ((-0.000698858 -0.641931 -9.27378e-09) (5.8077e-06 0.0150809 -6.39107e-05)))
4359	(((-50.5457 0.055041 -9.13863e-19) (1.18747 -0.00045723 -1.53897e-23)) ((-0.00069902 -0.641931 -9.27186e-09) (5.80682e-06 0.0150809 -6.3916e-05)))
4360	(((-50.5457 0.0550538 -9.13863e-19) (1.18747 -0.000457161 -1.53897e-23)) ((-0.000699183 -0.641931 -9.26993e-09) (5.80594e-06 0.0150809 -6.39213e-05)))
4361	(((-50.5457 0.0550665 -9.13864e-19) (1.18747 -0.000457092 -1.53897e-23)) ((-0.000699344 -0.641931 -9.268e-09) (5.80506e-06 0.0150809 -6.39266e-05)))
4362	(((-50.5457 0.0550792 -9.13865e-19) (1.18747 -0.000457023 -1.53897e-23)) ((-0.000699505 -0.641931 -9.26607e-09) (5.80419e-06 0.0150809 -6.39318e-05)))
4363	(((-50.5457 0.0550918 -9.13865e-19) (1.18747 -0.000456954 -1.53897e-23)) ((-0.000699666 -0.641931 -9.26414e-09) (5.80331e-06 0.0150809 -6.39371e-05)))
4364	(((-50.5457 0.0551044 -9.13866e-19) (1.18747 -0.000456885 -1.53897e-23)) ((-0.000699826 -0.641931 -9.2622e-09) (5.80243e-06 0.0150809 -6.39424e-05)))
4365	(((-50.5457 0.055117 -9.13867e-19) (1.18747 -0.000456816 -1.53897e-23)) ((-0.000699986 -0.641931 -9.26027e-09) (5.80156e-06 0.0150809 -6.39476e-05)))
4366	(((-50.5457 0.0551295 -9.13867e-19) (1.18747 -0.000456747 -1.53897e-23)) ((-0.000700145 -0.641931 -9.25834e-09) (5.80069e-06 0.0150809 -6.39529e-05)))
4367	(((-50.5457 0.055142 -9.13868e-19) (1.18747 -0.000456678 -1.53897e-23)) ((-0.000700303 -0.641931 -9.2564e-09) (5.79981e-06 0.0150809 -6.39582e-05)))
4368	(((-50.5457 0.0551544 -9.13869e-19) (1.18747 -0.000456609 -1.53897e-23)) ((-0.000700461 -0.641931 -9.25447e-09) (5.79894e-06 0.0150809 -6.39634e-05)))
4369	(((-50.5457 0.0551668 -9.13869e-19) (1.18747 -0.000456541 -1.53897e-23)) ((-0.000700619 -0.641931 -9.25253e-09) (5.79807e-06 0.0150809 -6.39687e-05)))
4370	(((-50.5457 0.0551792 -9.1387e-19) (1.18747 -0.000456472 -1.53897e-23)) ((-0.000700776 -0.641931 -9.25059e-09) (5.7972e-06 0.0150809 -6.39739e-05)))
4371	(((-50.5457 0.0551915 -9.13871e-19) (1.18747 -0.000456404 -1.53897e-23)) ((-0.000700932 -0.641931 -9.24866e-09) (5.79633e-06 0.0150809 -6.39792e-05)))
4372	(((-50.5457 0.0552038 -9.13871e-19) (1.18747 -0.000456335 -1.53897e-23)) ((-0.000701088 -0.641931 -9.24672e-09) (5.79546e-06 0.0150809 -6.39844e-05)))
4373	(((-50.5457 0.055216 -9.13872e-19) (1.18747 -0.000456267 -1.53897e-23)) ((-0.000701243 -0.641931 -9.24478e-09) (5.79459e-06 0.0150809 -6.39897e-05)))
4374	(((-50.5457 0.0552282 -9.13872e-19) (1.18747 -0.000456198 -1.53897e-23)) ((-0.000701398 -0.641931 -9.24284e-09) (5.79372e-06 0.0150809 -6.39949e-05)))
4375	(((-50.5457 0.0552403 -9.13873e-19) (1.18747 -0.00045613 -1.53897e-23)) ((-0.000701552 -0.641931 -9.2409e-09) (5.79285e-06 0.0150809 -6.40002e-05)))
4376	(((-50.5457 0.0552524 -9.13874e-19) (1.18747 -0.000456062 -1.53897e-23)) ((-0.000701706 -0.641931 -9.23896e-09) (5.79199e-06 0.0150809 -6.40054e-05)))
4377	(((-50.5457 0.0552645 -9.13874e-19) (1.18747 -0.000455994 -1.53897e-23)) ((-0.000701859 -0.641931 -9.23702e-09) (5.79112e-06 0.0150809 -6.40106e-05)))
4378	(((-50.5457 0.0552765 -9.13875e-19) (1.18747 -0.000455926 -1.53897e-23)) ((-0.000702012 -0.641931 -9.23508e-09) (5.79026e-06 0.0150809 -6.40159e-05)))
4379	(((-50.5457 0.0552885 -9.13876e-19) (1.18747 -0.000455858 -1.53897e-23)) ((-0.000702164 -0.641931 -9.23314e-09) (5.78939e-06 0.0150809 -6.40211e-05)))
4380	(((-50.5457 0.0553005 -9.13876e-19) (1.18747 -0.00045579 -1.53897e-23)) ((-0.000702316 -0.641931 -9.2312e-09) (5.78853e-06 0.0150809 -6.40263e-05)))
4381	(((-50.5457 0.0553124 -9.13877e-19) (1.18747 -0.000455722 -1.53897e-23)) ((-0.000702467 -0.641931 -9.22925e-09) (5.78767e-06 0.0150809 -6.40315e-05)))
4382	(((-50.5457 0.0553242 -9.13877e-19) (1.18747 -0.000455654 -1.53898e-23)) ((-0.000702618 -0.641931 -9.22731e-09) (5.7868e-06 0.0150809 -6.40368e-05)))
4383	(((-50.5457 0.055336 -9.13878e-19) (1.18747 -0.000455586 -1.53898e-23)) ((-0.000702768 -0.641931 -9.22537e-09) (5.78594e-06 0.0150809 -6.4042e-05)))
4384	(((-50.5457 0.0553478 -9.13879e-19) (1.18747 -0.000455518 -1.53898e-23)) ((-0.000702917 -0.641931 -9.22343e-09) (5.78508e-06 0.0150809 -6.40472e-05)))
4385	(((-50.5457 0.0553596 -9.13879e-19) (1.18747 -0.000455451 -1.53898e-23)) ((-0.000703066 -0.641931 -9.22148e-09) (5.78422e-06 0.0150809 -6.40524e-05)))
4386	(((-50.5457 0.0553712 -9.1388e-19) (1.18747 -0.000455383 -1.53898e-23)) ((-0.000703215 -0.641931 -9.21954e-09) (5.78337e-06 0.0150809 -6.40576e-05)))
4387	(((-50.5457 0.0553829 -9.13881e-19) (1.18747 -0.000455316 -1.53898e-23)) ((-0.000703363 -0.641931 -9.21759e-09) (5.78251e-06 0.0150809 -6.40628e-05)))
4388	(((-50.5457 0.0553945 -9.13881e-19) (1.18747 -0.000455248 -1.53898e-23)) ((-0.00070351 -0.641931 -9.21565e-09) (5.78165e-06 0.0150809 -6.4068e-05)))
4389	(((-50.5457 0.0554061 -9.13882e-19) (1.18747 -0.000455181 -1.53898e-23)) ((-0.000703657 -0.641931 -9.2137e-09) (5.7808e-06 0.0150809 -6.40732e-05)))
4390	(((-50.5457 0.0554176 -9.13883e-19) (1.18747 -0.000455113 -1.53898e-23)) ((-0.000703804 -0.64193 -9.21176e-09) (5.77994e-06 0.0150809 -6.40784e-05)))
4391	(((-50.5457 0.0554291 -9.13883e-19) (1.18747 -0.000455046 -1.53898e-23)) ((-0.00070395 -0.64193 -9.20982e-09) (5.77909e-06 0.0150809 -6.40836e-05)))
4392	(((-50.5457 0.0554405 -9.13884e-19) (1.18747 -0.000454979 -1.53898e-23)) ((-0.000704095 -0.64193 -9.20787e-09) (5.77823e-06 0.0150809 -6.40888e-05)))
4393	(((-50.5457 0.055452 -9.13884e-19) (1.18747 -0.000454912 -1.53898e-23)) ((-0.00070424 -0.64193 -9.20593e-09) (5.77738e-06 0.0150809 -6.4094e-05)))
4394	(((-50.5457 0.0554633 -9.13885e-19) (1.18747 -0.000454845 -1.53898e-23)) ((-0.000704384 -0.64193 -9.20398e-09) (5.77653e-06 0.0150809 -6.40992e-05)))
4395	(((-50.5457 0.0554746 -9.13886e-19) (1.18747 -0.000454778 -1.53898e-23)) ((-0.000704528 -0.64193 -9.20204e-09) (5.77568e-06 0.0150809 -6.41043e-05)))
4396	(((-50.5457 0.0554859 -9.13886e-19) (1.18747 -0.000454711 -1.53898e-23)) ((-0.000704671 -0.64193 -9.20009e-09) (5.77483e-06 0.0150809 -6.41095e-05)))
4397	(((-50.5457 0.0554972 -9.13887e-19) (1.18747 -0.000454644 -1.53898e-23)) ((-0.000704814 -0.64193 -9.19815e-09) (5.77398e-06 0.0150809 -6.41147e-05)))
4398	(((-50.5457 0.0555084 -9.13888e-19) (1.18747 -0.000454577 -1.53898e-23)) ((-0.000704956 -0.64193 -9.1962e-09) (5.77313e-06 0.0150809 -6.41199e-05)))
4399	(((-50.5457 0.0555195 -9.13888e-19) (1.18747 -0.00045451 -1.53898e-23)) ((-0.000705098 -0.64193 -9.19426e-09) (5.77228e-06 0.0150809 -6.4125e-05)))
4400	(((-50.5457 0.0555306 -9.13889e-19) (1.18747 -0.000454444 -1.53898e-23)) ((-0.000705239 -0.64193 -9.19231e-09) (5.77143e-06 0.0150809 -6.41302e-05)))
4401	(((-50.5457 0.0555417 -9.13889e-19) (1.18747 -0.000454377 -1.53898e-23)) ((-0.00070538 -0.64193 -9.19037e-09) (5.77059e-06 0.0150809 -6.41354e-05)))
4402	(((-50.5457 0.0555527 -9.1389e-19) (1.18747 -0.00045431 -1.53898e-23)) ((-0.00070552 -0.64193 -9.18842e-09) (5.76974e-06 0.0150809 -6.41405e-05)))
4403	(((-50.5457 0.0555637 -9.13891e-19) (1.18747 -0.000454244 -1.53898e-23)) ((-0.000705659 -0.64193 -9.18648e-09) (5.7689e-06 0.0150809 -6.41457e-05)))
4404	(((-50.5457 0.0555747 -9.13891e-19) (1.18747 -0.000454178 -1.53898e-23)) ((-0.000705798 -0.64193 -9.18454e-09) (5.76805e-06 0.0150809 -6.41508e-05)))
4405	(((-50.5457 0.0555856 -9.13892e-19) (1.18747 -0.000454111 -1.53898e-23)) ((-0.000705937 -0.64193 -9.18259e-09) (5.76721e-06 0.0150809 -6.4156e-05)))
4406	(((-50.5457 0.0555965 -9.13892e-19) (1.18747 -0.000454045 -1.53898e-23)) ((-0.000706075 -0.64193 -9.18065e-09) (5.76637e-06 0.0150809 -6.41611e-05)))
4407	(((-50.5457 0.0556073 -9.13893e-19) (1.18747 -0.000453979 -1.53898e-23)) ((-0.000706212 -0.64193 -9.17871e-09) (5.76553e-06 0.0150809 -6.41663e-05)))
4408	(((-50.5457 0.0556181 -9.13894e-19) (1.18747 -0.000453913 -1.53898e-23)) ((-0.000706349 -0.64193 -9.17676e-09) (5.76469e-06 0.0150809 -6.41714e-05)))
4409	(((-50.5457 0.0556288 -9.13894e-19) (1.18747 -0.000453847 -1.53898e-23)) ((-0.000706486 -0.64193 -9.17482e-09) (5.76385e-06 0.0150809 -6.41765e-05)))
4410	(((-50.5457 0.0556395 -9.13895e-19) (1.18747 -0.000453781 -1.53898e-23)) ((-0.000706622 -0.64193 -9.17288e-09) (5.76301e-06 0.0150809 -6.41817e-05)))
4411	(((-50.5457 0.0556502 -9.13896e-19) (1.18747 -0.000453715 -1.53898e-23)) ((-0.000706757 -0.64193 -9.17094e-09) (5.76218e-06 0.0150809 -6.41868e-05)))
4412	(((-50.5457 0.0556608 -9.13896e-19) (1.18747 -0.000453649 -1.53898e-23)) ((-0.000706892 -0.64193 -9.169e-09) (5.76134e-06 0.0150809 -6.41919e-05)))
4413	(((-50.5457 0.0556714 -9.13897e-19) (1.18747 -0.000453583 -1.53898e-23)) ((-0.000707026 -0.64193 -9.16705e-09) (5.7605e-06 0.0150809 -6.4197e-05)))
4414	(((-50.5457 0.0556819 -9.13897e-19) (1.18747 -0.000453517 -1.53898e-23)) ((-0.00070716 -0.64193 -9.16511e-09) (5.75967e-06 0.0150809 -6.42021e-05)))
4415	(((-50.5457 0.0556924 -9.13898e-19) (1.18747 -0.000453452 -1.53898e-23)) ((-0.000707294 -0.64193 -9.16317e-09) (5.75884e-06 0.0150809 -6.42072e-05)))
4416	(((-50.5457 0.0557029 -9.13899e-19) (1.18747 -0.000453386 -1.53898e-23)) ((-0.000707426 -0.64193 -9.16124e-09) (5.758e-06 0.0150809 -6.42124e-05)))
4417	(((-50.5457 0.0557133 -9.13899e-19) (1.18747 -0.000453321 -1.53898e-23)) ((-0.000707559 -0.64193 -9.1593e-09) (5.75717e-06 0.0150809 -6.42175e-05)))
4418	(((-50.5457 0.0557237 -9.139e-19) (1.18747 -0.000453255 -1.53898e-23)) ((-0.00070769 -0.64193 -9.15736e-09) (5.75634e-06 0.0150809 -6.42226e-05)))
4419	(((-50.5457 0.055734 -9.139e-19) (1.18747 -0.00045319 -1.53898e-23)) ((-0.000707822 -0.64193 -9.15542e-09) (5.75551e-06 0.0150809 -6.42277e-05)))
4420	(((-50.5457 0.0557443 -9.13901e-19) (1.18747 -0.000453124 -1.53898e-23)) ((-0.000707952 -0.64193 -9.15348e-09) (5.75468e-06 0.0150809 -6.42328e-05)))
4421	(((-50.5457 0.0557545 -9.13902e-19) (1.18747 -0.000453059 -1.53898e-23)) ((-0.000708082 -0.64193 -9.15155e-09) (5.75385e-06 0.0150809 -6.42378e-05)))
4422	(((-50.5457 0.0557647 -9.13902e-19) (1.18747 -0.000452994 -1.53898e-23)) ((-0.000708212 -0.64193 -9.14961e-09) (5.75303e-06 0.0150809 -6.42429e-05)))
4423	(((-50.5457 0.0557749 -9.13903e-19) (1.18747 -0.000452929 -1.53898e-23)) ((-0.000708341 -0.64193 -9.14768e-09) (5.7522e-06 0.0150809 -6.4248e-05)))
4424	(((-50.5457 0.055785 -9.13903e-19) (1.18747 -0.000452864 -1.53898e-23)) ((-0.00070847 -0.64193 -9.14574e-09) (5.75137e-06 0.0150809 -6.42531e-05)))
4425	(((-50.5457 0.0557951 -9.13904e-19) (1.18747 -0.000452799 -1.53898e-23)) ((-0.000708598 -0.64193 -9.14381e-09) (5.75055e-06 0.0150809 -6.42582e-05)))
4426	(((-50.5457 0.0558052 -9.13905e-19) (1.18747 -0.000452734 -1.53898e-23)) ((-0.000708725 -0.64193 -9.14188e-09) (5.74973e-06 0.0150809 -6.42632e-05)))
4427	(((-50.5457 0.0558152 -9.13905e-19) (1.18747 -0.00045267 -1.53898e-23)) ((-0.000708852 -0.64193 -9.13994e-09) (5.7489e-06 0.0150809 -6.42683e-05)))
4428	(((-50.5457 0.0558251 -9.13906e-19) (1.18747 -0.000452605 -1.53898e-23)) ((-0.000708979 -0.64193 -9.13801e-09) (5.74808e-06 0.0150809 -6.42734e-05)))
4429	(((-50.5457 0.055835 -9.13906e-19) (1.18747 -0.00045254 -1.53898e-23)) ((-0.000709105 -0.64193 -9.13608e-09) (5.74726e-06 0.0150809 -6.42784e-05)))
4430	(((-50.5457 0.0558449 -9.13907e-19) (1.18747 -0.000452476 -1.53898e-23)) ((-0.00070923 -0.64193 -9.13415e-09) (5.74644e-06 0.0150809 -6.42835e-05)))
4431	(((-50.5457 0.0558548 -9.13908e-19) (1.18747 -0.000452411 -1.53898e-23)) ((-0.000709355 -0.64193 -9.13222e-09) (5.74562e-06 0.0150809 -6.42885e-05)))
4432	(((-50.5457 0.0558646 -9.13908e-19) (1.18747 -0.000452347 -1.53898e-23)) ((-0.00070948 -0.64193 -9.1303e-09) (5.7448e-06 0.0150809 -6.42936e-05)))
4433	(((-50.5457 0.0558743 -9.13909e-19) (1.18747 -0.000452282 -1.53898e-23)) ((-0.000709604 -0.64193 -9.12837e-09) (5.74399e-06 0.0150809 -6.42986e-05)))
4434	(((-50.5457 0.055884 -9.13909e-19) (1.18747 -0.000452218 -1.53898e-23)) ((-0.000709727 -0.64193 -9.12644e-09) (5.74317e-06 0.0150809 -6.43036e-05)))
4435	(((-50.5457 0.0558937 -9.1391e-19) (1.18747 -0.000452154 -1.53898e-23)) ((-0.00070985 -0.64193 -9.12452e-09) (5.74236e-06 0.0150809 -6.43087e-05)))
4436	(((-50.5457 0.0559033 -9.13911e-19) (1.18747 -0.00045209 -1.53898e-23)) ((-0.000709972 -0.64193 -9.12259e-09) (5.74154e-06 0.0150809 -6.43137e-05)))
4437	(((-50.5457 0.0559129 -9.13911e-19) (1.18747 -0.000452026 -1.53898e-23)) ((-0.000710094 -0.64193 -9.12067e-09) (5.74073e-06 0.0150809 -6.43187e-05)))
4438	(((-50.5457 0.0559225 -9.13912e-19) (1.18747 -0.000451962 -1.53898e-23)) ((-0.000710216 -0.64193 -9.11875e-09) (5.73992e-06 0.0150809 -6.43237e-05)))
4439	(((-50.5457 0.055932 -9.13912e-19) (1.18747 -0.000451898 -1.53898e-23)) ((-0.000710336 -0.64193 -9.11683e-09) (5.73911e-06 0.0150809 -6.43288e-05)))
4440	(((-50.5457 0.0559415 -9.13913e-19) (1.18747 -0.000451834 -1.53898e-23)) ((-0.000710457 -0.64193 -9.11491e-09) (5.7383e-06 0.0150809 -6.43338e-05)))
4441	(((-50.5457 0.0559509 -9.13914e-19) (1.18747 -0.000451771 -1.53898e-23)) ((-0.000710576 -0.64193 -9.11299e-09) (5.73749e-06 0.0150809 -6.43388e-05)))
4442	(((-50.5457 0.0559603 -9.13914e-19) (1.18747 -0.000451707 -1.53899e-23)) ((-0.000710696 -0.64193 -9.11107e-09) (5.73668e-06 0.0150809 -6.43438e-05)))
4443	(((-50.5457 0.0559696 -9.13915e-19) (1.18747 -0.000451643 -1.53899e-23)) ((-0.000710814 -0.64193 -9.10916e-09) (5.73587e-06 0.0150809 -6.43488e-05)))
4444	(((-50.5457 0.055979 -9.13915e-19) (1.18747 -0.00045158 -1.53899e-23)) ((-0.000710933 -0.64193 -9.10724e-09) (5.73507e-06 0.0150809 -6.43538e-05)))
4445	(((-50.5457 0.0559882 -9.13916e-19) (1.18747 -0.000451517 -1.53899e-23)) ((-0.00071105 -0.64193 -9.10533e-09) (5.73426e-06 0.0150809 -6.43588e-05)))
4446	(((-50.5457 0.0559975 -9.13917e-19) (1.18747 -0.000451453 -1.53899e-23)) ((-0.000711168 -0.64193 -9.10342e-09) (5.73346e-06 0.0150809 -6.43638e-05)))
4447	(((-50.5457 0.0560066 -9.13917e-19) (1.18747 -0.00045139 -1.53899e-23)) ((-0.000711284 -0.64193 -9.10151e-09) (5.73265e-06 0.0150809 -6.43687e-05)))
4448	(((-50.5457 0.0560158 -9.13918e-19) (1.18747 -0.000451327 -1.53899e-23)) ((-0.0007114 -0.64193 -9.09959e-09) (5.73185e-06 0.0150809 -6.43737e-05)))
4449	(((-50.5457 0.0560249 -9.13918e-19) (1.18747 -0.000451264 -1.53899e-23)) ((-0.000711516 -0.64193 -9.09769e-09) (5.73105e-06 0.0150809 -6.43787e-05)))
4450	(((-50.5457 0.056034 -9.13919e-19) (1.18747 -0.000451201 -1.53899e-23)) ((-0.000711631 -0.64193 -9.09578e-09) (5.73025e-06 0.0150809 -6.43837e-05)))
4451	(((-50.5457 0.056043 -9.1392e-19) (1.18747 -0.000451138 -1.53899e-23)) ((-0.000711746 -0.64193 -9.09387e-09) (5.72945e-06 0.0150809 -6.43886e-05)))
4452	(((-50.5457 0.056052 -9.1392e-19) (1.18747 -0.000451075 -1.53899e-23)) ((-0.00071186 -0.64193 -9.09197e-09) (5.72865e-06 0.0150809 -6.43936e-05)))
4453	(((-50.5457 0.0560609 -9.13921e-19) (1.18747 -0.000451012 -1.53899e-23)) ((-0.000711974 -0.64193 -9.09006e-09) (5.72785e-06 0.0150809 -6.43985e-05)))
4454	(((-50.5457 0.0560698 -9.13921e-19) (1.18747 -0.000450949 -1.53899e-23)) ((-0.000712087 -0.64193 -9.08816e-09) (5.72706e-06 0.0150809 -6.44035e-05)))
4455	(((-50.5457 0.0560787 -9.13922e-19) (1.18747 -0.000450887 -1.53899e-23)) ((-0.000712199 -0.64193 -9.08626e-09) (5.72626e-06 0.0150809 -6.44084e-05)))
4456	(((-50.5457 0.0560875 -9.13923e-19) (1.18747 -0.000450824 -1.53899e-23)) ((-0.000712311 -0.64193 -9.08436e-09) (5.72547e-06 0.0150809 -6.44134e-05)))
4457	(((-50.5457 0.0560963 -9.13923e-19) (1.18747 -0.000450762 -1.53899e-23)) ((-0.000712423 -0.64193 -9.08247e-09) (5.72468e-06 0.0150809 -6.44183e-05)))
4458	(((-50.5457 0.056105 -9.13924e-19) (1.18747 -0.000450699 -1.53899e-23)) ((-0.000712534 -0.64193 -9.08057e-09) (5.72388e-06 0.0150809 -6.44233e-05)))
4459	(((-50.5457 0.0561137 -9.13924e-19) (1.18747 -0.000450637 -1.53899e-23)) ((-0.000712645 -0.64193 -9.07867e-09) (5.72309e-06 0.0150809 -6.44282e-05)))
4460	(((-50.5457 0.0561224 -9.13925e-19) (1.18747 -0.000450575 -1.53899e-23)) ((-0.000712755 -0.64193 -9.07678e-09) (5.7223e-06 0.0150809 -6.44331e-05)))
4461	(((-50.5457 0.056131 -9.13926e-19) (1.18747 -0.000450513 -1.53899e-23)) ((-0.000712864 -0.64193 -9.07489e-09) (5.72151e-06 0.0150809 -6.4438e-05)))
4462	(((-50.5457 0.0561396 -9.13926e-19) (1.18747 -0.000450451 -1.53899e-23)) ((-0.000712973 -0.64193 -9.073e-09) (5.72072e-06 0.0150809 -6.44429e-05)))
4463	(((-50.5456 0.0561482 -9.13927e-19) (1.18747 -0.000450389 -1.53899e-23)) ((-0.000713082 -0.64193 -9.07111e-09) (5.71994e-06 0.0150809 -6.44479e-05)))
4464	(((-50.5456 0.0561567 -9.13927e-19) (1.18747 -0.000450327 -1.53899e-23)) ((-0.00071319 -0.64193 -9.06923e-09) (5.71915e-06 0.0150809 -6.44528e-05)))
4465	(((-50.5456 0.0561651 -9.13928e-19) (1.18747 -0.000450265 -1.53899e-23)) ((-0.000713297 -0.64193 -9.06734e-09) (5.71837e-06 0.0150809 -6.44577e-05)))
4466	(((-50.5456 0.0561736 -9.13928e-19) (1.18747 -0.000450203 -1.53899e-23)) ((-0.000713404 -0.64193 -9.06546e-09) (5.71758e-06 0.0150809 -6.44626e-05)))
4467	(((-50.5456 0.0561819 -9.13929e-19) (1.18747 -0.000450142 -1.53899e-23)) ((-0.000713511 -0.64193 -9.06358e-09) (5.7168e-06 0.0150809 -6.44674e-05)))
4468	(((-50.5456 0.0561903 -9.1393e-19) (1.18747 -0.00045008 -1.53899e-23)) ((-0.000713617 -0.64193 -9.0617e-09) (5.71602e-06 0.0150809 -6.44723e-05)))
4469	(((-50.5456 0.0561986 -9.1393e-19) (1.18747 -0.000450019 -1.53899e-23)) ((-0.000713722 -0.64193 -9.05982e-09) (5.71524e-06 0.0150809 -6.44772e-05)))
4470	(((-50.5456 0.0562069 -9.13931e-19) (1.18747 -0.000449957 -1.53899e-23)) ((-0.000713827 -0.64193 -9.05794e-09) (5.71446e-06 0.0150809 -6.44821e-05)))
4471	(((-50.5456 0.0562151 -9.13931e-19) (1.18747 -0.000449896 -1.53899e-23)) ((-0.000713932 -0.64193 -9.05607e-09) (5.71368e-06 0.0150809 -6.4487e-05)))
