# Time	forces(pressure, viscous) moment(pressure, viscous)
4190	(((-50.5458 0.0523119 -9.13742e-19) (1.18747 -0.000469474 -1.53894e-23)) ((-0.000664361 -0.641932 -9.56122e-09) (5.96232e-06 0.0150808 -6.30109e-05)))
4191	(((-50.5458 0.0523314 -9.13743e-19) (1.18747 -0.0004694 -1.53894e-23)) ((-0.000664609 -0.641932 -9.55987e-09) (5.96137e-06 0.0150808 -6.30162e-05)))
4192	(((-50.5458 0.0523508 -9.13744e-19) (1.18747 -0.000469325 -1.53894e-23)) ((-0.000664856 -0.641932 -9.55851e-09) (5.96043e-06 0.0150808 -6.30215e-05)))
4193	(((-50.5458 0.0523702 -9.13745e-19) (1.18747 -0.000469251 -1.53894e-23)) ((-0.000665101 -0.641932 -9.55714e-09) (5.95949e-06 0.0150808 -6.30268e-05)))
4194	(((-50.5458 0.0523895 -9.13745e-19) (1.18747 -0.000469177 -1.53894e-23)) ((-0.000665346 -0.641932 -9.55578e-09) (5.95855e-06 0.0150808 -6.30321e-05)))
4195	(((-50.5458 0.0524086 -9.13746e-19) (1.18747 -0.000469103 -1.53894e-23)) ((-0.000665589 -0.641932 -9.5544e-09) (5.95761e-06 0.0150808 -6.30374e-05)))
4196	(((-50.5458 0.0524275 -9.13747e-19) (1.18747 -0.000469029 -1.53894e-23)) ((-0.00066583 -0.641932 -9.55302e-09) (5.95667e-06 0.0150808 -6.30427e-05)))
4197	(((-50.5458 0.0524464 -9.13748e-19) (1.18747 -0.000468955 -1.53894e-23)) ((-0.000666069 -0.641932 -9.55162e-09) (5.95573e-06 0.0150809 -6.30481e-05)))
4198	(((-50.5458 0.0524652 -9.13748e-19) (1.18747 -0.000468881 -1.53894e-23)) ((-0.000666307 -0.641932 -9.55021e-09) (5.95479e-06 0.0150809 -6.30534e-05)))
4199	(((-50.5458 0.052484 -9.13749e-19) (1.18747 -0.000468807 -1.53894e-23)) ((-0.000666546 -0.641932 -9.54879e-09) (5.95385e-06 0.0150809 -6.30587e-05)))
4200	(((-50.5458 0.0525029 -9.1375e-19) (1.18747 -0.000468733 -1.53894e-23)) ((-0.000666786 -0.641932 -9.54737e-09) (5.95291e-06 0.0150809 -6.3064e-05)))
4201	(((-50.5458 0.0525219 -9.13751e-19) (1.18747 -0.000468659 -1.53894e-23)) ((-0.000667028 -0.641932 -9.54596e-09) (5.95196e-06 0.0150809 -6.30694e-05)))
4202	(((-50.5458 0.0525409 -9.13752e-19) (1.18747 -0.000468585 -1.53894e-23)) ((-0.000667269 -0.641932 -9.54455e-09) (5.95102e-06 0.0150809 -6.30747e-05)))
4203	(((-50.5458 0.0525599 -9.13752e-19) (1.18747 -0.000468511 -1.53894e-23)) ((-0.000667511 -0.641932 -9.54313e-09) (5.95008e-06 0.0150809 -6.308e-05)))
4204	(((-50.5458 0.0525788 -9.13753e-19) (1.18747 -0.000468436 -1.53894e-23)) ((-0.000667751 -0.641932 -9.54171e-09) (5.94914e-06 0.0150809 -6.30853e-05)))
4205	(((-50.5458 0.0525976 -9.13754e-19) (1.18747 -0.000468362 -1.53894e-23)) ((-0.00066799 -0.641932 -9.54027e-09) (5.9482e-06 0.0150809 -6.30907e-05)))
4206	(((-50.5458 0.0526164 -9.13755e-19) (1.18747 -0.000468288 -1.53894e-23)) ((-0.000668228 -0.641932 -9.53883e-09) (5.94726e-06 0.0150809 -6.3096e-05)))
4207	(((-50.5458 0.052635 -9.13755e-19) (1.18747 -0.000468214 -1.53894e-23)) ((-0.000668465 -0.641932 -9.53738e-09) (5.94632e-06 0.0150809 -6.31014e-05)))
4208	(((-50.5458 0.0526536 -9.13756e-19) (1.18747 -0.00046814 -1.53895e-23)) ((-0.000668701 -0.641932 -9.53592e-09) (5.94538e-06 0.0150809 -6.31067e-05)))
4209	(((-50.5458 0.0526722 -9.13757e-19) (1.18747 -0.000468066 -1.53895e-23)) ((-0.000668937 -0.641932 -9.53446e-09) (5.94444e-06 0.0150809 -6.3112e-05)))
4210	(((-50.5458 0.0526907 -9.13758e-19) (1.18747 -0.000467992 -1.53895e-23)) ((-0.000669172 -0.641932 -9.53299e-09) (5.9435e-06 0.0150809 -6.31174e-05)))
4211	(((-50.5458 0.0527093 -9.13759e-19) (1.18747 -0.000467918 -1.53895e-23)) ((-0.000669408 -0.641932 -9.53152e-09) (5.94256e-06 0.0150809 -6.31227e-05)))
4212	(((-50.5458 0.0527278 -9.13759e-19) (1.18747 -0.000467844 -1.53895e-23)) ((-0.000669643 -0.641932 -9.53004e-09) (5.94162e-06 0.0150809 -6.31281e-05)))
4213	(((-50.5458 0.0527464 -9.1376e-19) (1.18747 -0.00046777 -1.53895e-23)) ((-0.000669879 -0.641932 -9.52856e-09) (5.94068e-06 0.0150809 -6.31334e-05)))
4214	(((-50.5458 0.0527649 -9.13761e-19) (1.18747 -0.000467696 -1.53895e-23)) ((-0.000670114 -0.641932 -9.52708e-09) (5.93974e-06 0.0150809 -6.31388e-05)))
4215	(((-50.5458 0.0527834 -9.13762e-19) (1.18747 -0.000467622 -1.53895e-23)) ((-0.000670349 -0.641932 -9.52559e-09) (5.9388e-06 0.0150809 -6.31441e-05)))
4216	(((-50.5458 0.0528018 -9.13762e-19) (1.18747 -0.000467548 -1.53895e-23)) ((-0.000670583 -0.641932 -9.5241e-09) (5.93786e-06 0.0150809 -6.31495e-05)))
4217	(((-50.5458 0.0528202 -9.13763e-19) (1.18747 -0.000467474 -1.53895e-23)) ((-0.000670817 -0.641932 -9.5226e-09) (5.93692e-06 0.0150809 -6.31548e-05)))
4218	(((-50.5458 0.0528385 -9.13764e-19) (1.18747 -0.0004674 -1.53895e-23)) ((-0.000671049 -0.641932 -9.52109e-09) (5.93598e-06 0.0150809 -6.31602e-05)))
4219	(((-50.5458 0.0528568 -9.13765e-19) (1.18747 -0.000467326 -1.53895e-23)) ((-0.000671281 -0.641932 -9.51957e-09) (5.93504e-06 0.0150809 -6.31655e-05)))
4220	(((-50.5458 0.052875 -9.13765e-19) (1.18747 -0.000467252 -1.53895e-23)) ((-0.000671512 -0.641932 -9.51805e-09) (5.9341e-06 0.0150809 -6.31709e-05)))
4221	(((-50.5458 0.0528932 -9.13766e-19) (1.18747 -0.000467178 -1.53895e-23)) ((-0.000671743 -0.641932 -9.51653e-09) (5.93316e-06 0.0150809 -6.31762e-05)))
4222	(((-50.5458 0.0529113 -9.13767e-19) (1.18747 -0.000467104 -1.53895e-23)) ((-0.000671974 -0.641932 -9.515e-09) (5.93223e-06 0.0150809 -6.31816e-05)))
4223	(((-50.5458 0.0529295 -9.13768e-19) (1.18747 -0.00046703 -1.53895e-23)) ((-0.000672205 -0.641932 -9.51347e-09) (5.93129e-06 0.0150809 -6.31869e-05)))
4224	(((-50.5458 0.0529476 -9.13769e-19) (1.18747 -0.000466957 -1.53895e-23)) ((-0.000672435 -0.641932 -9.51194e-09) (5.93035e-06 0.0150809 -6.31923e-05)))
4225	(((-50.5458 0.0529658 -9.13769e-19) (1.18747 -0.000466883 -1.53895e-23)) ((-0.000672665 -0.641932 -9.5104e-09) (5.92941e-06 0.0150809 -6.31977e-05)))
4226	(((-50.5458 0.0529838 -9.1377e-19) (1.18747 -0.000466809 -1.53895e-23)) ((-0.000672895 -0.641932 -9.50885e-09) (5.92847e-06 0.0150809 -6.3203e-05)))
4227	(((-50.5458 0.0530019 -9.13771e-19) (1.18747 -0.000466735 -1.53895e-23)) ((-0.000673124 -0.641932 -9.5073e-09) (5.92753e-06 0.0150809 -6.32084e-05)))
4228	(((-50.5458 0.0530198 -9.13772e-19) (1.18747 -0.000466661 -1.53895e-23)) ((-0.000673352 -0.641932 -9.50574e-09) (5.92659e-06 0.0150809 -6.32138e-05)))
4229	(((-50.5458 0.0530378 -9.13772e-19) (1.18747 -0.000466587 -1.53895e-23)) ((-0.00067358 -0.641932 -9.50418e-09) (5.92566e-06 0.0150809 -6.32191e-05)))
4230	(((-50.5458 0.0530557 -9.13773e-19) (1.18747 -0.000466513 -1.53895e-23)) ((-0.000673807 -0.641932 -9.50262e-09) (5.92472e-06 0.0150809 -6.32245e-05)))
4231	(((-50.5458 0.0530735 -9.13774e-19) (1.18747 -0.00046644 -1.53895e-23)) ((-0.000674033 -0.641932 -9.50105e-09) (5.92378e-06 0.0150809 -6.32299e-05)))
4232	(((-50.5458 0.0530913 -9.13775e-19) (1.18747 -0.000466366 -1.53895e-23)) ((-0.00067426 -0.641932 -9.49947e-09) (5.92284e-06 0.0150809 -6.32352e-05)))
4233	(((-50.5458 0.0531091 -9.13775e-19) (1.18747 -0.000466292 -1.53895e-23)) ((-0.000674485 -0.641932 -9.49789e-09) (5.92191e-06 0.0150809 -6.32406e-05)))
4234	(((-50.5458 0.0531268 -9.13776e-19) (1.18747 -0.000466218 -1.53895e-23)) ((-0.000674711 -0.641932 -9.4963e-09) (5.92097e-06 0.0150809 -6.3246e-05)))
4235	(((-50.5458 0.0531446 -9.13777e-19) (1.18747 -0.000466144 -1.53895e-23)) ((-0.000674936 -0.641932 -9.49472e-09) (5.92003e-06 0.0150809 -6.32514e-05)))
4236	(((-50.5458 0.0531623 -9.13778e-19) (1.18747 -0.000466071 -1.53895e-23)) ((-0.000675161 -0.641932 -9.49312e-09) (5.9191e-06 0.0150809 -6.32567e-05)))
4237	(((-50.5458 0.0531799 -9.13778e-19) (1.18747 -0.000465997 -1.53895e-23)) ((-0.000675385 -0.641932 -9.49152e-09) (5.91816e-06 0.0150809 -6.32621e-05)))
4238	(((-50.5458 0.0531976 -9.13779e-19) (1.18747 -0.000465923 -1.53895e-23)) ((-0.000675609 -0.641932 -9.48992e-09) (5.91722e-06 0.0150809 -6.32675e-05)))
4239	(((-50.5458 0.0532151 -9.1378e-19) (1.18747 -0.00046585 -1.53895e-23)) ((-0.000675832 -0.641932 -9.48832e-09) (5.91629e-06 0.0150809 -6.32729e-05)))
4240	(((-50.5458 0.0532327 -9.13781e-19) (1.18747 -0.000465776 -1.53895e-23)) ((-0.000676055 -0.641932 -9.4867e-09) (5.91535e-06 0.0150809 -6.32782e-05)))
4241	(((-50.5458 0.0532501 -9.13781e-19) (1.18747 -0.000465702 -1.53895e-23)) ((-0.000676277 -0.641932 -9.48509e-09) (5.91442e-06 0.0150809 -6.32836e-05)))
4242	(((-50.5458 0.0532676 -9.13782e-19) (1.18747 -0.000465629 -1.53895e-23)) ((-0.000676499 -0.641932 -9.48347e-09) (5.91348e-06 0.0150809 -6.3289e-05)))
4243	(((-50.5458 0.053285 -9.13783e-19) (1.18747 -0.000465555 -1.53895e-23)) ((-0.00067672 -0.641932 -9.48184e-09) (5.91255e-06 0.0150809 -6.32944e-05)))
4244	(((-50.5458 0.0533024 -9.13783e-19) (1.18747 -0.000465481 -1.53895e-23)) ((-0.00067694 -0.641932 -9.48021e-09) (5.91161e-06 0.0150809 -6.32997e-05)))
4245	(((-50.5458 0.0533197 -9.13784e-19) (1.18747 -0.000465408 -1.53895e-23)) ((-0.000677161 -0.641932 -9.47858e-09) (5.91068e-06 0.0150809 -6.33051e-05)))
4246	(((-50.5458 0.0533371 -9.13785e-19) (1.18747 -0.000465334 -1.53895e-23)) ((-0.000677381 -0.641932 -9.47694e-09) (5.90974e-06 0.0150809 -6.33105e-05)))
4247	(((-50.5458 0.0533543 -9.13786e-19) (1.18747 -0.000465261 -1.53895e-23)) ((-0.0006776 -0.641932 -9.4753e-09) (5.90881e-06 0.0150809 -6.33159e-05)))
4248	(((-50.5458 0.0533716 -9.13786e-19) (1.18747 -0.000465187 -1.53895e-23)) ((-0.000677819 -0.641932 -9.47365e-09) (5.90788e-06 0.0150809 -6.33213e-05)))
4249	(((-50.5458 0.0533888 -9.13787e-19) (1.18747 -0.000465114 -1.53895e-23)) ((-0.000678037 -0.641932 -9.472e-09) (5.90694e-06 0.0150809 -6.33267e-05)))
4250	(((-50.5458 0.0534059 -9.13788e-19) (1.18747 -0.00046504 -1.53895e-23)) ((-0.000678255 -0.641932 -9.47035e-09) (5.90601e-06 0.0150809 -6.3332e-05)))
4251	(((-50.5458 0.0534231 -9.13789e-19) (1.18747 -0.000464967 -1.53895e-23)) ((-0.000678473 -0.641932 -9.46869e-09) (5.90508e-06 0.0150809 -6.33374e-05)))
4252	(((-50.5458 0.0534401 -9.13789e-19) (1.18747 -0.000464893 -1.53895e-23)) ((-0.00067869 -0.641932 -9.46703e-09) (5.90414e-06 0.0150809 -6.33428e-05)))
4253	(((-50.5458 0.0534572 -9.1379e-19) (1.18747 -0.00046482 -1.53895e-23)) ((-0.000678906 -0.641932 -9.46536e-09) (5.90321e-06 0.0150809 -6.33482e-05)))
4254	(((-50.5458 0.0534742 -9.13791e-19) (1.18747 -0.000464746 -1.53895e-23)) ((-0.000679122 -0.641932 -9.46369e-09) (5.90228e-06 0.0150809 -6.33536e-05)))
4255	(((-50.5458 0.0534912 -9.13792e-19) (1.18747 -0.000464673 -1.53895e-23)) ((-0.000679338 -0.641932 -9.46202e-09) (5.90135e-06 0.0150809 -6.3359e-05)))
4256	(((-50.5458 0.0535081 -9.13792e-19) (1.18747 -0.0004646 -1.53895e-23)) ((-0.000679553 -0.641932 -9.46034e-09) (5.90042e-06 0.0150809 -6.33643e-05)))
4257	(((-50.5458 0.053525 -9.13793e-19) (1.18747 -0.000464526 -1.53895e-23)) ((-0.000679767 -0.641932 -9.45866e-09) (5.89948e-06 0.0150809 -6.33697e-05)))
4258	(((-50.5458 0.0535418 -9.13794e-19) (1.18747 -0.000464453 -1.53895e-23)) ((-0.000679981 -0.641932 -9.45697e-09) (5.89855e-06 0.0150809 -6.33751e-05)))
4259	(((-50.5458 0.0535587 -9.13794e-19) (1.18747 -0.00046438 -1.53895e-23)) ((-0.000680195 -0.641932 -9.45528e-09) (5.89762e-06 0.0150809 -6.33805e-05)))
4260	(((-50.5458 0.0535754 -9.13795e-19) (1.18747 -0.000464306 -1.53895e-23)) ((-0.000680408 -0.641932 -9.45359e-09) (5.89669e-06 0.0150809 -6.33859e-05)))
4261	(((-50.5458 0.0535922 -9.13796e-19) (1.18747 -0.000464233 -1.53895e-23)) ((-0.000680621 -0.641932 -9.45189e-09) (5.89576e-06 0.0150809 -6.33913e-05)))
4262	(((-50.5458 0.0536089 -9.13797e-19) (1.18747 -0.00046416 -1.53895e-23)) ((-0.000680833 -0.641932 -9.45019e-09) (5.89483e-06 0.0150809 -6.33967e-05)))
4263	(((-50.5458 0.0536256 -9.13797e-19) (1.18747 -0.000464087 -1.53895e-23)) ((-0.000681045 -0.641932 -9.44848e-09) (5.8939e-06 0.0150809 -6.34021e-05)))
4264	(((-50.5458 0.0536422 -9.13798e-19) (1.18747 -0.000464014 -1.53895e-23)) ((-0.000681256 -0.641932 -9.44677e-09) (5.89297e-06 0.0150809 -6.34074e-05)))
4265	(((-50.5458 0.0536588 -9.13799e-19) (1.18747 -0.000463941 -1.53895e-23)) ((-0.000681466 -0.641932 -9.44506e-09) (5.89205e-06 0.0150809 -6.34128e-05)))
4266	(((-50.5458 0.0536753 -9.13799e-19) (1.18747 -0.000463867 -1.53895e-23)) ((-0.000681676 -0.641932 -9.44335e-09) (5.89112e-06 0.0150809 -6.34182e-05)))
4267	(((-50.5458 0.0536918 -9.138e-19) (1.18747 -0.000463794 -1.53895e-23)) ((-0.000681886 -0.641932 -9.44163e-09) (5.89019e-06 0.0150809 -6.34236e-05)))
4268	(((-50.5458 0.0537083 -9.13801e-19) (1.18747 -0.000463721 -1.53896e-23)) ((-0.000682095 -0.641932 -9.4399e-09) (5.88926e-06 0.0150809 -6.3429e-05)))
4269	(((-50.5458 0.0537247 -9.13802e-19) (1.18747 -0.000463648 -1.53896e-23)) ((-0.000682304 -0.641932 -9.43818e-09) (5.88833e-06 0.0150809 -6.34344e-05)))
4270	(((-50.5458 0.0537411 -9.13802e-19) (1.18747 -0.000463575 -1.53896e-23)) ((-0.000682512 -0.641932 -9.43645e-09) (5.88741e-06 0.0150809 -6.34398e-05)))
4271	(((-50.5458 0.0537575 -9.13803e-19) (1.18747 -0.000463502 -1.53896e-23)) ((-0.00068272 -0.641932 -9.43471e-09) (5.88648e-06 0.0150809 -6.34452e-05)))
4272	(((-50.5458 0.0537738 -9.13804e-19) (1.18747 -0.000463429 -1.53896e-23)) ((-0.000682927 -0.641932 -9.43298e-09) (5.88555e-06 0.0150809 -6.34505e-05)))
4273	(((-50.5458 0.0537901 -9.13805e-19) (1.18747 -0.000463356 -1.53896e-23)) ((-0.000683134 -0.641932 -9.43123e-09) (5.88463e-06 0.0150809 -6.34559e-05)))
4274	(((-50.5458 0.0538063 -9.13805e-19) (1.18747 -0.000463284 -1.53896e-23)) ((-0.00068334 -0.641932 -9.42949e-09) (5.8837e-06 0.0150809 -6.34613e-05)))
4275	(((-50.5458 0.0538225 -9.13806e-19) (1.18747 -0.000463211 -1.53896e-23)) ((-0.000683546 -0.641932 -9.42774e-09) (5.88278e-06 0.0150809 -6.34667e-05)))
4276	(((-50.5458 0.0538387 -9.13807e-19) (1.18747 -0.000463138 -1.53896e-23)) ((-0.000683751 -0.641932 -9.42599e-09) (5.88185e-06 0.0150809 -6.34721e-05)))
4277	(((-50.5458 0.0538548 -9.13807e-19) (1.18747 -0.000463065 -1.53896e-23)) ((-0.000683956 -0.641932 -9.42424e-09) (5.88093e-06 0.0150809 -6.34775e-05)))
4278	(((-50.5458 0.0538709 -9.13808e-19) (1.18747 -0.000462992 -1.53896e-23)) ((-0.00068416 -0.641932 -9.42248e-09) (5.88e-06 0.0150809 -6.34829e-05)))
4279	(((-50.5458 0.0538869 -9.13809e-19) (1.18747 -0.00046292 -1.53896e-23)) ((-0.000684364 -0.641932 -9.42072e-09) (5.87908e-06 0.0150809 -6.34883e-05)))
4280	(((-50.5458 0.053903 -9.13809e-19) (1.18747 -0.000462847 -1.53896e-23)) ((-0.000684568 -0.641932 -9.41896e-09) (5.87816e-06 0.0150809 -6.34936e-05)))
4281	(((-50.5458 0.0539189 -9.1381e-19) (1.18747 -0.000462774 -1.53896e-23)) ((-0.00068477 -0.641932 -9.41719e-09) (5.87723e-06 0.0150809 -6.3499e-05)))
4282	(((-50.5458 0.0539349 -9.13811e-19) (1.18747 -0.000462702 -1.53896e-23)) ((-0.000684973 -0.641932 -9.41542e-09) (5.87631e-06 0.0150809 -6.35044e-05)))
4283	(((-50.5458 0.0539507 -9.13812e-19) (1.18747 -0.000462629 -1.53896e-23)) ((-0.000685174 -0.641931 -9.41364e-09) (5.87539e-06 0.0150809 -6.35098e-05)))
4284	(((-50.5458 0.0539666 -9.13812e-19) (1.18747 -0.000462556 -1.53896e-23)) ((-0.000685376 -0.641931 -9.41187e-09) (5.87447e-06 0.0150809 -6.35152e-05)))
4285	(((-50.5458 0.0539824 -9.13813e-19) (1.18747 -0.000462484 -1.53896e-23)) ((-0.000685577 -0.641931 -9.41009e-09) (5.87355e-06 0.0150809 -6.35206e-05)))
4286	(((-50.5458 0.0539982 -9.13814e-19) (1.18747 -0.000462411 -1.53896e-23)) ((-0.000685777 -0.641931 -9.40831e-09) (5.87262e-06 0.0150809 -6.35259e-05)))
4287	(((-50.5458 0.0540139 -9.13814e-19) (1.18747 -0.000462339 -1.53896e-23)) ((-0.000685977 -0.641931 -9.40652e-09) (5.8717e-06 0.0150809 -6.35313e-05)))
4288	(((-50.5458 0.0540296 -9.13815e-19) (1.18747 -0.000462266 -1.53896e-23)) ((-0.000686176 -0.641931 -9.40473e-09) (5.87078e-06 0.0150809 -6.35367e-05)))
4289	(((-50.5458 0.0540453 -9.13816e-19) (1.18747 -0.000462194 -1.53896e-23)) ((-0.000686375 -0.641931 -9.40294e-09) (5.86986e-06 0.0150809 -6.35421e-05)))
4290	(((-50.5458 0.0540609 -9.13816e-19) (1.18747 -0.000462122 -1.53896e-23)) ((-0.000686573 -0.641931 -9.40114e-09) (5.86895e-06 0.0150809 -6.35475e-05)))
4291	(((-50.5458 0.0540765 -9.13817e-19) (1.18747 -0.000462049 -1.53896e-23)) ((-0.000686771 -0.641931 -9.39935e-09) (5.86803e-06 0.0150809 -6.35529e-05)))
4292	(((-50.5458 0.054092 -9.13818e-19) (1.18747 -0.000461977 -1.53896e-23)) ((-0.000686968 -0.641931 -9.39755e-09) (5.86711e-06 0.0150809 -6.35582e-05)))
4293	(((-50.5458 0.0541075 -9.13819e-19) (1.18747 -0.000461905 -1.53896e-23)) ((-0.000687165 -0.641931 -9.39574e-09) (5.86619e-06 0.0150809 -6.35636e-05)))
4294	(((-50.5458 0.054123 -9.13819e-19) (1.18747 -0.000461833 -1.53896e-23)) ((-0.000687361 -0.641931 -9.39394e-09) (5.86527e-06 0.0150809 -6.3569e-05)))
4295	(((-50.5458 0.0541384 -9.1382e-19) (1.18747 -0.00046176 -1.53896e-23)) ((-0.000687557 -0.641931 -9.39213e-09) (5.86436e-06 0.0150809 -6.35744e-05)))
4296	(((-50.5458 0.0541537 -9.13821e-19) (1.18747 -0.000461688 -1.53896e-23)) ((-0.000687753 -0.641931 -9.39032e-09) (5.86344e-06 0.0150809 -6.35798e-05)))
4297	(((-50.5458 0.0541691 -9.13821e-19) (1.18747 -0.000461616 -1.53896e-23)) ((-0.000687947 -0.641931 -9.3885e-09) (5.86252e-06 0.0150809 -6.35851e-05)))
4298	(((-50.5458 0.0541844 -9.13822e-19) (1.18747 -0.000461544 -1.53896e-23)) ((-0.000688142 -0.641931 -9.38668e-09) (5.86161e-06 0.0150809 -6.35905e-05)))
4299	(((-50.5458 0.0541996 -9.13823e-19) (1.18747 -0.000461472 -1.53896e-23)) ((-0.000688336 -0.641931 -9.38486e-09) (5.86069e-06 0.0150809 -6.35959e-05)))
4300	(((-50.5458 0.0542149 -9.13823e-19) (1.18747 -0.0004614 -1.53896e-23)) ((-0.000688529 -0.641931 -9.38304e-09) (5.85978e-06 0.0150809 -6.36013e-05)))
4301	(((-50.5458 0.05423 -9.13824e-19) (1.18747 -0.000461328 -1.53896e-23)) ((-0.000688722 -0.641931 -9.38122e-09) (5.85887e-06 0.0150809 -6.36066e-05)))
4302	(((-50.5458 0.0542452 -9.13825e-19) (1.18747 -0.000461256 -1.53896e-23)) ((-0.000688914 -0.641931 -9.37939e-09) (5.85795e-06 0.0150809 -6.3612e-05)))
4303	(((-50.5458 0.0542603 -9.13826e-19) (1.18747 -0.000461184 -1.53896e-23)) ((-0.000689106 -0.641931 -9.37756e-09) (5.85704e-06 0.0150809 -6.36174e-05)))
4304	(((-50.5458 0.0542753 -9.13826e-19) (1.18747 -0.000461112 -1.53896e-23)) ((-0.000689297 -0.641931 -9.37572e-09) (5.85613e-06 0.0150809 -6.36228e-05)))
4305	(((-50.5458 0.0542904 -9.13827e-19) (1.18747 -0.00046104 -1.53896e-23)) ((-0.000689488 -0.641931 -9.37389e-09) (5.85521e-06 0.0150809 -6.36281e-05)))
4306	(((-50.5458 0.0543053 -9.13828e-19) (1.18747 -0.000460969 -1.53896e-23)) ((-0.000689678 -0.641931 -9.37205e-09) (5.8543e-06 0.0150809 -6.36335e-05)))
4307	(((-50.5458 0.0543203 -9.13828e-19) (1.18747 -0.000460897 -1.53896e-23)) ((-0.000689868 -0.641931 -9.37021e-09) (5.85339e-06 0.0150809 -6.36389e-05)))
4308	(((-50.5458 0.0543352 -9.13829e-19) (1.18747 -0.000460825 -1.53896e-23)) ((-0.000690057 -0.641931 -9.36837e-09) (5.85248e-06 0.0150809 -6.36442e-05)))
4309	(((-50.5458 0.05435 -9.1383e-19) (1.18747 -0.000460754 -1.53896e-23)) ((-0.000690246 -0.641931 -9.36652e-09) (5.85157e-06 0.0150809 -6.36496e-05)))
4310	(((-50.5458 0.0543649 -9.1383e-19) (1.18747 -0.000460682 -1.53896e-23)) ((-0.000690434 -0.641931 -9.36468e-09) (5.85066e-06 0.0150809 -6.3655e-05)))
4311	(((-50.5458 0.0543796 -9.13831e-19) (1.18747 -0.00046061 -1.53896e-23)) ((-0.000690621 -0.641931 -9.36283e-09) (5.84975e-06 0.0150809 -6.36603e-05)))
4312	(((-50.5458 0.0543944 -9.13832e-19) (1.18747 -0.000460539 -1.53896e-23)) ((-0.000690809 -0.641931 -9.36097e-09) (5.84884e-06 0.0150809 -6.36657e-05)))
4313	(((-50.5458 0.0544091 -9.13832e-19) (1.18747 -0.000460467 -1.53896e-23)) ((-0.000690995 -0.641931 -9.35912e-09) (5.84794e-06 0.0150809 -6.36711e-05)))
4314	(((-50.5458 0.0544237 -9.13833e-19) (1.18747 -0.000460396 -1.53896e-23)) ((-0.000691181 -0.641931 -9.35726e-09) (5.84703e-06 0.0150809 -6.36764e-05)))
4315	(((-50.5458 0.0544384 -9.13834e-19) (1.18747 -0.000460325 -1.53896e-23)) ((-0.000691367 -0.641931 -9.3554e-09) (5.84612e-06 0.0150809 -6.36818e-05)))
4316	(((-50.5458 0.0544529 -9.13834e-19) (1.18747 -0.000460253 -1.53896e-23)) ((-0.000691552 -0.641931 -9.35354e-09) (5.84522e-06 0.0150809 -6.36871e-05)))
4317	(((-50.5458 0.0544675 -9.13835e-19) (1.18747 -0.000460182 -1.53896e-23)) ((-0.000691737 -0.641931 -9.35168e-09) (5.84431e-06 0.0150809 -6.36925e-05)))
4318	(((-50.5458 0.054482 -9.13836e-19) (1.18747 -0.000460111 -1.53896e-23)) ((-0.000691921 -0.641931 -9.34981e-09) (5.8434e-06 0.0150809 -6.36978e-05)))
4319	(((-50.5458 0.0544964 -9.13836e-19) (1.18747 -0.000460039 -1.53896e-23)) ((-0.000692104 -0.641931 -9.34795e-09) (5.8425e-06 0.0150809 -6.37032e-05)))
4320	(((-50.5458 0.0545108 -9.13837e-19) (1.18747 -0.000459968 -1.53896e-23)) ((-0.000692288 -0.641931 -9.34608e-09) (5.8416e-06 0.0150809 -6.37086e-05)))
4321	(((-50.5458 0.0545252 -9.13838e-19) (1.18747 -0.000459897 -1.53896e-23)) ((-0.00069247 -0.641931 -9.3442e-09) (5.84069e-06 0.0150809 -6.37139e-05)))
4322	(((-50.5458 0.0545395 -9.13838e-19) (1.18747 -0.000459826 -1.53896e-23)) ((-0.000692652 -0.641931 -9.34233e-09) (5.83979e-06 0.0150809 -6.37193e-05)))
4323	(((-50.5458 0.0545538 -9.13839e-19) (1.18747 -0.000459755 -1.53896e-23)) ((-0.000692834 -0.641931 -9.34045e-09) (5.83889e-06 0.0150809 -6.37246e-05)))
4324	(((-50.5458 0.0545681 -9.1384e-19) (1.18747 -0.000459684 -1.53896e-23)) ((-0.000693015 -0.641931 -9.33858e-09) (5.83799e-06 0.0150809 -6.373e-05)))
4325	(((-50.5458 0.0545823 -9.1384e-19) (1.18747 -0.000459613 -1.53897e-23)) ((-0.000693195 -0.641931 -9.3367e-09) (5.83708e-06 0.0150809 -6.37353e-05)))
4326	(((-50.5458 0.0545965 -9.13841e-19) (1.18747 -0.000459542 -1.53897e-23)) ((-0.000693375 -0.641931 -9.33482e-09) (5.83618e-06 0.0150809 -6.37406e-05)))
4327	(((-50.5458 0.0546106 -9.13842e-19) (1.18747 -0.000459471 -1.53897e-23)) ((-0.000693554 -0.641931 -9.33293e-09) (5.83528e-06 0.0150809 -6.3746e-05)))
4328	(((-50.5458 0.0546247 -9.13842e-19) (1.18747 -0.0004594 -1.53897e-23)) ((-0.000693733 -0.641931 -9.33105e-09) (5.83438e-06 0.0150809 -6.37513e-05)))
4329	(((-50.5458 0.0546387 -9.13843e-19) (1.18747 -0.00045933 -1.53897e-23)) ((-0.000693912 -0.641931 -9.32916e-09) (5.83349e-06 0.0150809 -6.37567e-05)))
4330	(((-50.5458 0.0546527 -9.13844e-19) (1.18747 -0.000459259 -1.53897e-23)) ((-0.00069409 -0.641931 -9.32727e-09) (5.83259e-06 0.0150809 -6.3762e-05)))
